HAGRID,Kingdom,Phylum,Class,Order,Family,Genus,Species,Common name,Female maturity (days),Male maturity (days),Gestation/Incubation (days),Weaning (days),Litter/Clutch size,Litters/Clutches per year,Inter-litter/Interbirth interval,Birth weight (g),Weaning weight (g),Adult weight (g),Growth rate (1/days),Maximum longevity (yrs),Source,Specimen origin,Sample size,Data quality,IMR (per yr),MRDT (yrs),Metabolic rate (W),Body mass (g),Temperature (K),References
2602,Animalia,Chordata,Mammalia,Rodentia,Echimyidae,Thrichomys,apereoides,Brazilian spiny rat,178.0,916.1596244131456,94.0,46.0,3.1,2.5,97.0,21.1,54703.19159259259,373.5,0.1516869409660107,7.0,671,captivity,small,acceptable,0.18266046511627906,179.44950000000003,1.153,323.0,310.75,"36,420,434,455,610,671,978"
2603,Animalia,Chordata,Mammalia,Rodentia,Erethizontidae,Coendou,prehensilis,Prehensile-tailed porcupine,578.0,578.0,203.0,95.0,1.0,1.4632120743034054,433.0,408.0,54703.19159259259,3900.0,0.0112,26.6,671,captivity,medium,acceptable,0.18266046511627906,179.44950000000003,5.122999999999999,3280.0,309.85,"36,420,434,455,610,671,731"
2604,Animalia,Chordata,Mammalia,Rodentia,Erethizontidae,Erethizon,dorsatus,North American porcupine,1095.0,1095.0,210.0,60.0,1.0,1.0,386.7562254259502,500.0,1000.0,8600.0,0.0079,23.4,671,captivity,medium,acceptable,0.18266046511627906,179.44950000000003,13.675,6871.0,309.15,"36,420,434,441,455,481,610,671,680,731,777"
2605,Animalia,Chordata,Mammalia,Rodentia,Erethizontidae,Sphiggurus,mexicanus,Mexican hairy dwarf porcupine,1010.4756860857005,916.1596244131456,83.22535211267606,143.75925925925927,1.0,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,2000.0,0.1516869409660107,16.7,671,captivity,small,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,"455,610,671"
2606,Animalia,Chordata,Mammalia,Rodentia,Erethizontidae,Sphiggurus,villosus,Orange-spined hairy dwarf porcupine,1010.4756860857005,916.1596244131456,83.22535211267606,143.75925925925927,1.0,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,1750.0,0.1516869409660107,25.21314535345513,Other,unknown,tiny,low,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,"455,610,671"
2607,Animalia,Chordata,Mammalia,Rodentia,Geomyidae,Cratogeomys,castanops,Yellow-faced pocket gopher,310.0,916.1596244131456,83.22535211267606,143.75925925925927,2.0,4.0,386.7562254259502,6.07,100.0,270.0,0.1516869409660107,25.21314535345513,Other,unknown,small,low,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,"1,434,455,538,610,680"
2608,Animalia,Chordata,Mammalia,Rodentia,Geomyidae,Geomys,bursarius,Plains pocket gopher,91.0,91.0,51.0,34.0,4.0,1.0,386.7562254259502,5.2,22.5,176.7,0.1516869409660107,12.0,671,captivity,small,acceptable,0.18266046511627906,179.44950000000003,0.769,197.0,308.15,"36,434,441,455,610,671,680,1032"
2609,Animalia,Chordata,Mammalia,Rodentia,Geomyidae,Geomys,personatus,Texas pocket gopher,1010.4756860857005,916.1596244131456,83.22535211267606,143.75925925925927,3.3,2.0,386.7562254259502,11498.172832026143,54703.19159259259,397.0,0.1516869409660107,25.21314535345513,Other,unknown,small,low,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,"434,610,614"
2610,Animalia,Chordata,Mammalia,Rodentia,Geomyidae,Thomomys,bottae,Botta's pocket gopher,319.0,319.0,19.0,38.0,5.5,1.0,386.7562254259502,3.3,54703.19159259259,115.5,0.1516869409660107,6.1,671,captivity,small,acceptable,0.18266046511627906,179.44950000000003,0.67,143.0,309.15,"36,420,434,455,648,671"
2611,Animalia,Chordata,Mammalia,Rodentia,Geomyidae,Thomomys,mazama,Western pocket gopher,1010.4756860857005,916.1596244131456,30.0,143.75925925925927,5.0,1.0,386.7562254259502,11498.172832026143,54703.19159259259,75.0,0.1516869409660107,25.21314535345513,Other,unknown,small,low,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,"542,643,730"
2612,Animalia,Chordata,Mammalia,Rodentia,Geomyidae,Thomomys,talpoides,Northern pocket gopher,356.0,916.1596244131456,28.0,40.0,5.0,1.0,365.0,3.175,54703.19159259259,104.0,0.0618,25.21314535345513,Other,unknown,small,low,0.18266046511627906,179.44950000000003,0.679,97.6,309.35,"36,420,434,441,455,538,610,680,731,978"
2613,Animalia,Chordata,Mammalia,Rodentia,Gliridae,Dryomys,nitedula,Forest dormouse,1010.4756860857005,916.1596244131456,28.0,30.0,3.0,1.2,386.7562254259502,1.73,54703.19159259259,26.0,0.1516869409660107,4.1,671,captivity,small,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,"434,455,542,570,610,671"
2614,Animalia,Chordata,Mammalia,Rodentia,Gliridae,Eliomys,melanurus,Asian garden dormouse,1010.4756860857005,916.1596244131456,25.0,143.75925925925927,5.0,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,122.5,0.1516869409660107,6.2,671,captivity,small,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,"671,730,978"
2615,Animalia,Chordata,Mammalia,Rodentia,Gliridae,Eliomys,quercinus,Garden dormouse,365.0,365.0,23.0,30.0,5.0,1.2,386.7562254259502,11498.172832026143,54703.19159259259,82.5,0.0409,5.5,671,captivity,small,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,"434,455,542,570,610,671,731"
2616,Animalia,Chordata,Mammalia,Rodentia,Gliridae,Glirulus,japonicus,Japanese dormouse,1010.4756860857005,916.1596244131456,30.0,143.75925925925927,4.0,1.5,386.7562254259502,11498.172832026143,54703.19159259259,27.0,0.1516869409660107,7.0,671,captivity,tiny,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,"434,455,671"
2617,Animalia,Chordata,Mammalia,Rodentia,Gliridae,Glis,glis,Fat dormouse,322.0,335.0,25.0,33.0,4.0,1.2,386.7562254259502,1.5,54703.19159259259,125.0,0.1516869409660107,8.7,671,captivity,small,acceptable,0.18266046511627906,179.44950000000003,0.664,174.4,310.85,"36,420,434,455,542,570,610,671,680,1266"
2618,Animalia,Chordata,Mammalia,Rodentia,Gliridae,Graphiurus,murinus,Woodland dormouse,1010.4756860857005,916.1596244131456,24.0,143.75925925925927,3.0,2.0,386.7562254259502,3.5,54703.19159259259,24.0,0.1516869409660107,6.9,671,captivity,medium,acceptable,0.18266046511627906,179.44950000000003,0.225,38.4,308.5922469635628,"36,434,455,570,671"
2619,Animalia,Chordata,Mammalia,Rodentia,Gliridae,Graphiurus,platyops,Rock dormouse,1010.4756860857005,916.1596244131456,83.22535211267606,143.75925925925927,5.2,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,46.1,0.1516869409660107,7.3,671,captivity,small,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,"671,730,978"
2620,Animalia,Chordata,Mammalia,Rodentia,Gliridae,Muscardinus,avellanarius,Hazel dormouse,335.0,335.0,23.0,39.0,4.0,1.5,50.0,0.8,54703.19159259259,27.3,0.1516869409660107,5.3,671,captivity,tiny,acceptable,0.18266046511627906,179.44950000000003,0.35100000000000003,23.5,308.5922469635628,"1,36,434,455,570,610,671,680"
2621,Animalia,Chordata,Mammalia,Rodentia,Heteromyidae,Chaetodipus,fallax,San Diego pocket mouse,166.0,166.0,25.0,143.75925925925927,3.0,1.0,386.7562254259502,11498.172832026143,54703.19159259259,18.7,0.1516869409660107,8.3,671,captivity,small,acceptable,0.18266046511627906,179.44950000000003,0.15,19.6,305.75,"36,420,434,455,610,671"
2622,Animalia,Chordata,Mammalia,Rodentia,Heteromyidae,Chaetodipus,formosus,Long-tailed pocket mouse,365.0,365.0,28.0,25.0,5.0,1.0,386.7562254259502,1.0,8.0,19.0,0.1516869409660107,7.1,647,captivity,small,acceptable,0.18266046511627906,179.44950000000003,0.10300000000000001,15.1,308.5922469635628,"36,441,455,573,647"
2623,Animalia,Chordata,Mammalia,Rodentia,Heteromyidae,Chaetodipus,nelsoni,Nelson's pocket mouse,1010.4756860857005,916.1596244131456,30.0,143.75925925925927,3.68,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,14.4,0.1516869409660107,25.21314535345513,Other,unknown,small,low,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,"455,612"
2624,Animalia,Chordata,Mammalia,Rodentia,Heteromyidae,Dipodomys,agilis,Agile kangaroo rat,1010.4756860857005,916.1596244131456,83.22535211267606,143.75925925925927,2.6,1.0,386.7562254259502,11498.172832026143,54703.19159259259,61.0,0.1516869409660107,25.21314535345513,Other,unknown,small,low,0.18266046511627906,179.44950000000003,0.355,60.6,310.15,"36,420,455,520,538,610"
2625,Animalia,Chordata,Mammalia,Rodentia,Heteromyidae,Dipodomys,deserti,Desert kangaroo rat,1010.4756860857005,916.1596244131456,30.0,20.0,3.0,3.0,386.7562254259502,3.04,38.0,116.0,0.1516869409660107,8.6,671,captivity,small,acceptable,0.18266046511627906,179.44950000000003,0.517,105.8,309.95,"36,420,434,455,538,610,639,671"
2626,Animalia,Chordata,Mammalia,Rodentia,Heteromyidae,Dipodomys,heermanni,Heermann's kangaroo rat,1010.4756860857005,916.1596244131456,31.0,31.0,3.1,2.0,386.7562254259502,3.91,28.1,65.0,0.1516869409660107,8.3,671,captivity,small,acceptable,0.18266046511627906,179.44950000000003,0.408,63.3,308.5922469635628,"36,434,455,538,610,671,680"
2627,Animalia,Chordata,Mammalia,Rodentia,Heteromyidae,Dipodomys,merriami,Merriam's kangaroo rat,102.0,916.1596244131456,28.0,20.0,2.3,1.6,54.0,2.92,17.6,42.0,0.0368,9.7,671,captivity,medium,acceptable,0.18266046511627906,179.44950000000003,0.24600000000000002,37.6,310.15,"36,420,434,455,610,671,680,731,817"
2628,Animalia,Chordata,Mammalia,Rodentia,Heteromyidae,Dipodomys,nitratoides,Fresno kangaroo rat,88.0,916.1596244131456,34.0,27.0,2.3,1.4632120743034054,386.7562254259502,3.18,20.0,35.5,0.1516869409660107,25.21314535345513,Other,unknown,small,low,0.18266046511627906,179.44950000000003,0.204,37.8,308.5922469635628,"36,434,455,610,671"
2629,Animalia,Chordata,Mammalia,Rodentia,Heteromyidae,Dipodomys,ordii,Ord's kangaroo rat,61.0,916.1596244131456,29.0,34.0,3.0,2.0,143.0,5.0,54703.19159259259,57.0,0.1516869409660107,9.9,671,captivity,small,acceptable,0.18266046511627906,179.44950000000003,0.33899999999999997,47.8,307.75,"36,420,434,441,455,610,671,680"
2630,Animalia,Chordata,Mammalia,Rodentia,Heteromyidae,Dipodomys,spectabilis,Banner-tailed kangaroo rat,1010.4756860857005,916.1596244131456,23.0,24.0,2.0,2.0,42.0,7.75,30.3,145.0,0.1516869409660107,12.7,671,captivity,tiny,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,"434,455,610,671"
2631,Animalia,Chordata,Mammalia,Rodentia,Heteromyidae,Liomys,adspersus,Panamanian spiny pocket mouse,193.0,365.0,83.22535211267606,143.75925925925927,4.0,1.44,386.7562254259502,11498.172832026143,54703.19159259259,42.0,0.1516869409660107,25.21314535345513,Other,unknown,small,low,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,"1,434,455"
2632,Animalia,Chordata,Mammalia,Rodentia,Heteromyidae,Microdipodops,megacephalus,Dark kangaroo mouse,1010.4756860857005,916.1596244131456,83.22535211267606,143.75925925925927,4.0,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,13.4,0.1516869409660107,25.21314535345513,Other,unknown,small,low,0.18266046511627906,179.44950000000003,0.168,11.0,305.95,"36,420,441,544,610"
2633,Animalia,Chordata,Mammalia,Rodentia,Heteromyidae,Perognathus,amplus,Arizona pocket mouse,1010.4756860857005,916.1596244131456,83.22535211267606,143.75925925925927,145879.21867965368,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,11.7,0.1516869409660107,5.9,671,captivity,small,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,"671,730"
2634,Animalia,Chordata,Mammalia,Rodentia,Heteromyidae,Perognathus,flavescens,Plains pocket mouse,84.0,916.1596244131456,26.0,143.75925925925927,4.75,1.5,386.7562254259502,11498.172832026143,54703.19159259259,9.0,0.1516869409660107,25.21314535345513,Other,unknown,small,low,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,"455,538,610,626"
2635,Animalia,Chordata,Mammalia,Rodentia,Heteromyidae,Perognathus,flavus,Silky pocket mouse,1010.4756860857005,916.1596244131456,26.0,30.0,4.0,2.0,386.7562254259502,11498.172832026143,54703.19159259259,8.0,0.1516869409660107,25.21314535345513,Other,unknown,small,low,0.18266046511627906,179.44950000000003,0.09699999999999999,8.3,307.75,"36,420,455,520,538,610"
2636,Animalia,Chordata,Mammalia,Rodentia,Heteromyidae,Perognathus,longimembris,Little pocket mouse,151.0,916.1596244131456,22.0,28.0,5.0,1.25,386.7562254259502,0.9,4.0,8.0,0.0766,8.3,434,captivity,small,acceptable,0.18266046511627906,179.44950000000003,0.061,8.5,307.85,"36,420,434,441,455,538,610,731"
2637,Animalia,Chordata,Mammalia,Rodentia,Heteromyidae,Perognathus,merriami,Merriam's pocket mouse,1010.4756860857005,916.1596244131456,83.22535211267606,23.0,4.5,2.0,386.7562254259502,11498.172832026143,54703.19159259259,8.0,0.1516869409660107,25.21314535345513,Other,unknown,small,low,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,538
2638,Animalia,Chordata,Mammalia,Rodentia,Heteromyidae,Perognathus,parvus,Great Basin pocket mouse,100.0,916.1596244131456,24.0,23.0,4.8,1.6,386.7562254259502,1.5,54703.19159259259,20.1,0.1516869409660107,5.8,671,captivity,small,acceptable,0.18266046511627906,179.44950000000003,0.16,19.2,308.5922469635628,"36,455,538,610,671,680"
2639,Animalia,Chordata,Mammalia,Rodentia,Hystricidae,Atherurus,africanus,African brush-tailed porcupine,1010.4756860857005,916.1596244131456,106.0,143.75925925925927,1.5,2.5,386.7562254259502,150.0,54703.19159259259,2750.0,0.1516869409660107,22.9,671,captivity,small,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,"434,455,610,671"
2640,Animalia,Chordata,Mammalia,Rodentia,Hystricidae,Atherurus,macrourus,Asiatic brush-tailed porcupine,1010.4756860857005,916.1596244131456,83.22535211267606,143.75925925925927,1.25,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,2000.0,0.1516869409660107,25.21314535345513,Other,unknown,tiny,low,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,"455,610,671"
2641,Animalia,Chordata,Mammalia,Rodentia,Hystricidae,Hystrix,africaeaustralis,Cape porcupine,375.0,390.0,94.0,77.0,2.1,1.7,379.0,351.0,54703.19159259259,24000.0,0.1516869409660107,23.1,671,captivity,medium,acceptable,0.18266046511627906,179.44950000000003,13.175,11300.0,310.65,"36,420,434,455,610,671"
2642,Animalia,Chordata,Mammalia,Rodentia,Hystricidae,Hystrix,brachyura,Malayan porcupine,1010.4756860857005,916.1596244131456,112.0,143.75925925925927,1.5,1.4632120743034054,386.7562254259502,445.0,54703.19159259259,8000.0,0.1516869409660107,27.3,671,captivity,medium,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,"434,455,610,671"
2643,Animalia,Chordata,Mammalia,Rodentia,Hystricidae,Hystrix,cristata,African porcupine,1010.4756860857005,916.1596244131456,66.0,143.75925925925927,2.3,2.0,386.7562254259502,1000.0,54703.19159259259,20000.0,0.1516869409660107,28.0,671,captivity,medium,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,"455,610,671"
2644,Animalia,Chordata,Mammalia,Rodentia,Hystricidae,Hystrix,indica,Indian crested porcupine,1010.4756860857005,916.1596244131456,113.0,143.75925925925927,2.0,1.4632120743034054,109.0,11498.172832026143,54703.19159259259,20000.0,0.1516869409660107,27.1,671,captivity,medium,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,"455,610,671,978"
2645,Animalia,Chordata,Mammalia,Rodentia,Hystricidae,Hystrix,pumila,Indonesian porcupine,1010.4756860857005,916.1596244131456,112.0,143.75925925925927,145879.21867965368,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,2740.0,0.1516869409660107,25.21314535345513,Other,unknown,tiny,low,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,"434,455,610,978"
2646,Animalia,Chordata,Mammalia,Rodentia,Hystricidae,Hystrix,sumatrae,Sumatran porcupine,1010.4756860857005,916.1596244131456,112.0,143.75925925925927,145879.21867965368,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,218070.29300742116,0.1516869409660107,25.21314535345513,Other,unknown,small,low,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,"671,978"
2647,Animalia,Chordata,Mammalia,Rodentia,Hystricidae,Trichys,fasciculata,Long-tailed porcupine,1010.4756860857005,916.1596244131456,83.22535211267606,143.75925925925927,145879.21867965368,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,2000.0,0.1516869409660107,25.21314535345513,Other,unknown,tiny,low,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,"434,671"
2648,Animalia,Chordata,Mammalia,Rodentia,Muridae,Acomys,cahirinus,Spiny mouse,58.0,59.0,38.0,14.0,3.0,3.5,34.0,5.27,15.16,45.2,0.0147,5.9,671,captivity,large,high,0.18266046511627906,179.44950000000003,0.258,42.0,310.65,"36,245,246,420,434,455,610,671,680,731,966"
2649,Animalia,Chordata,Mammalia,Rodentia,Muridae,Acomys,cilicicus,Turkish spiny mouse,1010.4756860857005,916.1596244131456,83.22535211267606,143.75925925925927,145879.21867965368,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,218070.29300742116,0.1516869409660107,4.0,671,captivity,large,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,671
2650,Animalia,Chordata,Mammalia,Rodentia,Muridae,Acomys,minous,Crete spiny mouse,1010.4756860857005,916.1596244131456,83.22535211267606,143.75925925925927,145879.21867965368,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,62.5,0.1516869409660107,25.21314535345513,Other,unknown,small,low,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,"671,730"
2651,Animalia,Chordata,Mammalia,Rodentia,Muridae,Acomys,russatus,Golden spiny mouse,91.0,916.1596244131456,34.0,143.75925925925927,2.5,1.4632120743034054,386.7562254259502,7.0,54703.19159259259,54.4,0.1516869409660107,25.21314535345513,Other,unknown,small,low,0.18266046511627906,179.44950000000003,0.24,55.4,310.45,"36,420,455,610,671"
2652,Animalia,Chordata,Mammalia,Rodentia,Muridae,Acomys,wilsoni,Wilson's spiny mouse,1010.4756860857005,916.1596244131456,39.0,143.75925925925927,2.3,3.5,386.7562254259502,3.49,10.0,20.0,0.1516869409660107,5.6,671,captivity,small,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,"455,610,671,978"
2653,Animalia,Chordata,Mammalia,Rodentia,Muridae,Apodemus,agrarius,Striped field mouse,76.0,76.0,22.0,27.0,5.7,3.2,20.0,1.9,54703.19159259259,21.5,0.1516869409660107,25.21314535345513,Other,unknown,tiny,low,0.18266046511627906,179.44950000000003,0.373,21.2,308.5922469635628,"36,455,542,610,671"
2654,Animalia,Chordata,Mammalia,Rodentia,Muridae,Apodemus,argenteus,Small Japanese field mouse,61.0,61.0,83.22535211267606,143.75925925925927,4.1,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,218070.29300742116,0.1516869409660107,5.0,671,captivity,small,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,"455,671"
2655,Animalia,Chordata,Mammalia,Rodentia,Muridae,Apodemus,flavicollis,Yellow-necked mouse,52.0,52.0,26.0,22.0,5.5,2.8,39.0,2.4,8.7,29.4,0.1516869409660107,4.5,671,captivity,small,acceptable,0.18266046511627906,179.44950000000003,0.365,28.3,309.85,"36,420,455,610,671,676,680"
